ID;text;group
1396;UIBM world, much standard VESA become SVGA graphics? know there lots graphics-board companies there, well several graphics chips manufacturers- they adhering VESA standard, what effect is/will VESA Local have this? Anyone?;1
951;Apparently *didn\'t* read whole thing. continue miss point. [deletions] Counselling that only provides alternatives abortion would just biased counselling that only provides *abortion* information. about providing counselling that will give woman help finding what *she* comfortable with. Your adoption-funding idea good one. idea feasable? Making adoption easier birth-mother help reduce abortion, will *not* eliminate need Abortion done just because mother can\'t care child doesn\'t feel good about giving strangers. Abortion done because mother afford *pregnancy*. Then please justify being human automatically makes something valuable. that includes unborn. they guaranteed become productive members society. Even they that *MANY YEARS* future--until which they burden someone, society. There also matter mother. Forcing carry pregnancy term critical time life could prevent from being productive member society. look. It\'s like this. *are* footing bill. Maybe they will take choice Maybe they will take choice Maybe they will take choice They can\'t afford *one* them. they take choice we\'d have them, they take choice would cost $20. they take choice will cost hell more next years. Which sounds most realistic willing for? some people happen like choice Other people happen like choice (paying that is). been around paid years. Even though means spend money, can\'t conscience refuse been around perfectly legal, hasn\'t been funded past. going funded some people object. They don\'t like idea their money going choice could refuse fund all. Then those women can\'t afford those choices will forced take choice which will cost *all more money. Most don\'t reason *more money* should spent effect *removing personal choice* from some women. alternative fund that what mother chooses. will also still fund even *that* what mother chooses. However, some women will certainly choose that will then save otherwise would have spend. Your taxes being raised fund choice object, they being *lowered* because will fund choice that *legal*, despite your objections (Actually, your taxes really going down, I\'m sure would point out. amount that saved that area help another--like massive debt.) Those other procedures mention only cost money. There savings other procedures that would required down road without them. fact, there could additional costs down road *because* them.) This quite different from case abortion. This bullshit. *not* refusing make alternative affordable too. refused more expensive choice birth, *then* your statement would make sense. that case, doesn\'t. Clinton tried block funding pre-natal care delivery left health-care plan), would certainly object. would also quite surprised. Yes, probably your definition reasons think. STUPID FUCK! want fund *all* choices. *YOU* wants *NOT* fund choices. Your humble opinion still wrong. Even with easy adoption, there still fact that pregnancy takes several months. Months which young woman could need getting education. (like finishing High School, entering college, finishing college, getting job...things that much harder have take break months...things that have massive impact future productivity.) *can* have conversation with mentally incompetant. even though *you* personally refuse have conversation with people just don\'t like, still *possible* others have conversation with them. *not* possible *anyone* have conversation with fetus. still biologically independent. least same extent now. consumed nutrients digested them normal manner. breathed air. fetus other hand, gets it\'s nutrients already digested mother. gets oxygen from mother well. That biologically independent. Awareness only *part* what makes member society. minimal conceivable requirement, many people seem think that something without awareness could still important enough justify suffereing true member society. keep asking, still haven\'t seen real justification life non-sentient creature should worth suffering sentient being. haven\'t read every response threads I\'ve been asking yet, we\'ll later.) Anyone program UNIX experiences real world.';3
819;Depends. assume existance working SSTO like billion would enough about quarter million pounds stuff moon. some that mass went send equipment make transfer vehicle, could send more. Either way, more than needed. This prize isn\'t enough warrent developing SSTO, enough vehicle exists. Allen;2
347;Very well put. And, case someone calls himself Christian brother continues (and claims that all, perfectly acceptable), what should done? Should Christians just ignore sinful lifestyle order offend person? reaffirming that lifestyle sinful according Bible, they using bullwhip drive people from Jesus? Frankly, find occurance homosexual Christian attempting pass himself \'straight\' Christian order have other Christians accept chastisement better *lot* more serious than people reaffirming that Bible teaches homosexuality sin.;3
1028;some sense, think that folks think idea wonderful, folks want boycott anyone anything with this project both right. That think that space advertising interesting idea, someone wants out, more power them. However, company discover that cost launch only cost advertising, company gauged that will would lose them more revenue than advertising would gain might decide project. incensed when read that Carl Sagan called this idea abomination. don\'t think that word means what thinks does. Children starving richest country world abomination- agency worst just poor taste.';2
933;'Dear Netters: looking source code test point lies within concave polyhadra. have read articles about this know that solutions exist: parity counting angle sumation. Both ideas pretty simple coding not. wonder there exists public domain source code this. Another \'rough\' solition (don\'t care special cases) ray-casting which reported more less independent number faces consisting polyhedra special space indexing used Tamminen, al., 1984. Ray-casting block model conversion using spatial index. Computer-Aided-Designs. 1984, 60-65). prerequirement that facets polyhedra have their normal pointing outside polyhedra. this could done practice have trangles consisting polyhedra. could ensure their normals pointing outside polyhedra paper mentioned above assumed this already case. have also read some standard computer graphics textbook about hidden line removal. says make rule that normal facet pointing toward viewer standing away from polyhedra.... Again make sure pointers welcome Yaohong Jiang Queen\'s University Kingston, Ont.';1
488;'The home office number ENVIRONET (301) 286-5690 (note area code change). friend mine used LDEF data, apply login name password. have call more info, which hope morning.';2
154;'Perhaps it\'s prophetic that week Where they now? appears claim still-active old-timer, news software gets ships outgoing articles into deep hole somewhere... Anyway, here\'s repost: These days don\'t have fall behind... Last Monday (admittedly after long weekend, but...) 800+ messages just those days. Aside from hiatus while changing jobs last Fall I\'ve been here since 1990. Hell, Norway? rubber room funny farm? Seminary? given know...';0
673;Which Golden Dawn? about original from years ago? Rosicrucian would ever admit deny being such.';3
1613;Ignorance STRENGTH!';3
1211;Tom\'s right about this. It\'s only grantable right granter will ability stop anyone from taking away from you. Never mind legal status. Nick\'s right about this. It\'s always easier obtain forgiveness than permission. many people remember that Britain\'s King George expressly forbid american subjects cross alleghany/appalachian mountains. Said subjects basically said, Stop can. couldn\'t. That\'s started. course, that\'s also Bolivarian Republic started (ca. 1800-1820) central america. didn\'t have quite staying power USA. I\'m sure there more examples going away then ignoring authority, none jump mind right now. some whaling nations define whatever activities want carry scientific research which just coincidentally requires recovery megatonnes minerals whatever), then Lute Keyser just this sort arrangement with Libya think) late \'70\'s commercial space launch project (one very earliest). killed Soviet propaganda about NATO cruise missiles Africa, which made Libya renege arrangement.;2
553;This very good point. have already made clear claim that Khomeini advocates views which contradition with Qur\'an have given arguments this. This something that checked anyone sufficiently interested. Khomeini, being dead, really can\'t respond, another poster supports Khomeini responded with what clearly obfuscationist sophistry. This should quite clear atheists they less susceptible religionist modes obfuscationism. answer your question, only judge learning more about Islam, that reading Qur\'an understanding it\'s basic principles. Once done this relatively easy following principles Islam acting odds with Islam. Khomeini attributing superhuman status twelve muslim historical leaders variance with basic principles Islam, which that human being metaphysically different than other human being sense closer metaphysical nature.;0
272;'Excerpt From: rek@siss81 (Robert Kaye) :Just contributions from space program regular society: :1.\tCalculators :2.\tTeflon your eggs don\'t stick pan) :3.\tPacemakers (Kept grandfather alive from 1976 until 1988) Don\'t forget Tang! ::smile::';2
393;want Hubble back payload reboost, don\'t want clip panels each time. Gamma-Ray Observatory, design requirements that there stored-energy mecahnisms (springs, explosive squibs, shocks, etc.) used deployment. This partially that everything could reeled back back payload bay, partially safety considerations. (I\'ve heard that wings cruise missile would half were standing their swath when they opened.) Back when shuttle would going every other with cost orbit $3.95 pound :-), everybody designed things easy servicing.;2
1649;'\t[...deleted...] Unfortunately, think you\'ve figured pretty well. also myself question they plan many months. this important them? What government really they seal warrant? Were they after Koresh were they after first second amendments, among others?;3
1740;'Hello, purchased with NoName graphics card installed which obviously Speedstar compatible. name 4000 TrueColor. accompanied with some drivers utilities VMODE, XMODE least more MODE, well some drivers Lotus, Windows, etc. Only drivers told provide TrueColor mode, namely Windows driver. Nowhere else, except pointer TrueColor mode. Some articles this group about Speedstar some other facts made believe that card compatible that one. Does anybody there know this mode adjusted? write driver which allows have 16.7 millions colors with resolution with interlaced;1
674;Actually, simple. person committed crime country within borders time when committed. doesn\'t matter physical manifestation outside instance, hack into NASA\'s Ames Research delete their files, have committed crime United Kingdom. authorities wish prosecute under rather than law, they have automatic right This authorities tried pressure some sites Holland. Holland anti-cracking legislation, viewed hacker haven some system administrators. Similarly, company called Television broadcasting pornographic material which received Britain. they were broadcasting Britain, they would committing crime. they not, they broadcasting from Denmark, British Government powerless anything about spite apparent law-breaking. course, I\'m lawyer, could wrong. More confusingly, could right some countries others...;0
1205;Contact: WATCHMAN FELLOWSHIP P.O. 171194 Holladay, 84117-1194';3
1093;'Some time (about month) there discussion about universal VESA driver 8bit cards. file uvesa32.zip. Well can\'t find does anyone know where (gorilla.something.something.au), what sort cards works Also would pushing luck someone post some appropriate group.';1
47;hadn\'t made that clear- I\'m glad have clarified! you\'re (physical) objectivist, after all, right? Wavicle! Next question? Mark Pundurs';3
1252;'Are there significant differences between V2.01 V2.00 Thank helping Marc.';1
1588;Atoms objective. They aren\'t even real. What scientists call atom nothing more than mathematical model that describes certain physical, observable properties surroundings. which subjective. What objective, though, approach scientist takes discussing model observations. There objective science. there objective approach which subjectively selected scientist. Objective this case means specified, unchanging rules that colleagues discuss their science. This contrast your Objective Morality. There objective approach subjectively discuss your beliefs morality. there exists objective morality. Also, science deals with discuss observations physical world around that method discussion objective science- discussion itself Science makes claims know whys even hows sometimes what observe. simply gives discuss surroundings meaningful, consistent way. think Neils Bohr said paraphrase) Science what _say_ about physical world.';3
247;Graeme> \tYes, that\'s known Bresenhams Length Slice Algorithm Graeme> Incremental lines. Fundamental Algorithms Computer Graphics, Graeme> Springer-Verlag, Berlin Heidelberg 1985. Graeme> \tHmm. don\'t think help with this, might Graeme> take look following: Graeme> \tDouble-Step Incremental Generation Lines Circles, Graeme> Rokne, Computer Graphics Image processing, Graeme> Mar. 1987, 331-334 Graeme> \tDouble-Step Generation Ellipses, Rokne, Graeme> IEEE Computer Graphics Applications, 1989, 56-69 Another paper might want consider @article{fungdraw, title=A Run-Length Slice Line Drawing Algorithm without Division Operations, author=Khun Fung Tina Nicholl Dewdney, journal=Computer Graphics Forum, year=1992, volume=11, number=3, pages=C-267--C-277 Khun Yee';1
497;also ignores other things. While organics would become significantly more expensive were disappear (and thus some things would longer economically feasible), hardly irreplaceable resource more than most other consumables. supply decreases, prices rise alternatives become more competetive. also needs consider that there been estimated years reserves pretty much long anyone cared about petroleum- whatever current usage rate always seem have about year reserve that know about. [I\'m sure that last figure still true tend look hard when prices comparatively cheap certainly true during \'oil crisis\' days 70\'s.] Insisting perfect safety people don\'t have balls live real world. Mary Shafer, NASA Ames Dryden';2
1401;'What exciting thread (finally!) Mitra Sanskrit Friend, such started avatar Lord Visnu mentioned first Vedas. Later seems have risen chief prominence worshipped Persians. Associated with Sun, lord contract honor obedience, therefore naturally worshipped soldiers. ordered slay bull heaven reluct- antly agreed because obligation...the blood that bull spilled grew earth life...then Mitra down eat. Worship Lord Mitra ended Persia with ascension Zoroastrians. Hundreds years later rediscovered thrown into Official Roman Pantheon (tm) some semi-tricky reason, forget why. references ended abruptly when stricken from same, apparently worship some sort vehicle advancement bureaucracy, like membership Communist Party Soviet Bloc. sociology religion ancient times fascinating! B-day Dec. Ahem. sure mystery cult really lasted after booted from Roman Imperial Roster what. contained mostly soldiers, with levels initiation. They worshipped underground caverns pews. bull horns those temples were scaring away impaling evil spirits, I\'m sure that they Mithraic significance not. don\'t know that ritual meal cannibalistic nature Christian masses. eating deities goes back Kingdom Egypt. Someone mentioned bullfighting. Mithraists sacrifice bulls? forget. More likely, religious source, might shower bull\'s blood enjoyed worshippers Cybele Blood? Cybele worship extended throughout even France bigtime.';3
1849;'The European Space Agency involvement with remote earth observation, presume this includes surveillance (optical etc.). it\'s just US/USSR(ex) game. what *is* game? What done with space observation? military functions missile spotting, troop spotting etc. well documented, what about anything else? biggest think metal sensing over paying country scan their territory precious metals. More importantly, radar spot water vapour (clouds), presumably radar based will capable spotting rivers,open water *underground water* from space. This would positive life saver African other drought affected countries. Implementing clean water irrigation program would imense benifit such countries should down mortalities considerably. about there charity government agency that would third world country have their minerals water deposits mapped? this still sci-fi? Mail replies would great. Thought day: Thermal energy needs water make steam sstick ocean!;2
1210;'RADIOSITY SOURCES WANTED ============================ When read comp.graphics group, never found something about radiosity. there anybody interested there? would glad hear from somebody. looking source-code radiosity-method. have already read common literature, g.Foley think little examples could help understand radiosity works. Common languages C++, Pascal) prefered. hope will help me!';1
77;Isn\'t that just variation Achilles turtle paradox, which states that achilles could never possibly overtake turtle? \t\t \tHow should deal with convinced that \t\t \the acting according God\'s will, there- Jokke\t\tfore believes that doing favour \t\t \tstabbing back?';3
675;There wonderful book Jean Meeus called Astronomical Algorithms, (1991) which fairly sure contains algorithm sunrise sunset times. Asimov Mail Stop T045-1 NASA Ames Research Center Moffett Field, 94035-1000';2
575;recently have become aware that health insurance includes >coverage abortion. strongly oppose abortion reasons >conscience. disturbs deeply know that premiums being used that which sincerely believe >murder. would like request that exempted from abortion >coverage with health premiums reduced accordingly. share Dennis\'s outrage over similar manner. have recently become aware that health insurance includes coverage illness injuries suffered Christians. disturbs deeply know that premiums used that which sincerely believe divine punishment their sinful conduct. addition these folks able avail themselves such alternative therapies Lourdes, Fatima, Morris Cerullo, Benny Hinn, etc. case Jesus Saves\' feel that there reason them covering their bets expense. would like request that exempted from Christian coverage with health premiums reduced accordingly.';3
388;Nope, you\'re confusing separate programs. Atlas first-generation ICBM- Titan second-generation one- Titan which Titan launchers based third-generation heavy ICBM. There essentially nothing common between these three programs. (Yes, *three* programs. Despite similarity names, Titan Titan were completely different missiles. They didn\'t even same fuels, never mind same launch facilities.);2
830;heard friend just return from from Vegas confirm that RealSoft will releasing Windows version REAL-3D this summer. told that rendering speed DX50 isn\'t fast A4000. However, also told that they switching from Microsoft Watcom gain more speed. people looking powerful animation software wait shouldn\'t long. Real absolutely most powerful flexible package there that sells less than $1000.';1
1063;'Hi, I\'m writing science fiction script I\'m looking some answers questions regarding Moon Earth. starting point impossible situation. checked with professor berkeley response VERY helpful can\'t happen.] enjoy playing with unusual ideas willing answer some questions please contact e-mail (jennise@dgi.com). extremely annoyed when screen tele-plays ignore basic facts about computers that I\'m determined scientifically accurate can. Sorry being vague, I\'d like protect idea much until I\'m ready sell (hopefully).';2
987;Jim, always thought that homophobe only word used rallies, didn\'t beleive real people used Let\'s agree term\'s definition. homophobe actively militantly attacks homosexuals because actually latent homosexual uses hostility conceal true orientation. Since everyone disapproves condemns homosexuality homophobe (your implication clear), must necessarily follow that latent homosexuals bisexual very least. Crap crap crap crap crap. definition type \'phobe comes from phobia irrational fear Hence homophobe (not only meetings, word apparently general now. perhaps isn\'t bible? Wouldst thou prefer were communicate with thou bilespeak?) Does arachnophobe have irrational fear being spider? Does agoraphobe have irrational fear being wide open space? understand English? Obviously someone phobia will react They will their best avoid that possible they will either strike away. gaybashings occur because natural processes? People definately have homophobia will either away from people cause them themselves) violence. Isn\'t that what said What taking issue with here, your remarks merely parenthetical mine nothing useful. [...] would seem homosexuality evolutionary function (other than limiting population growth) since evolution only occurs when members generation pass along their traits subsequent generations. Homosexuality evolutionary deadend. take your usage term, homophobe, sense seem intend, then really homosexual evolution species least, going nowhere. *every* time with woman they intend produce children? Hmm...no wonder world overpopulated. Obviously keep Monty Python song: Every sperm sacred. *you* say, purpose means limit population growth then your arguement, natural. Consider context, I\'m talking about evolutionary function. most basic requirements evolution that members species procreate, those don\'t have purpose that context. Another point that offspring each generation survive, participation both parents necessary family must exist, since homosexuals reproduce, they cannot constitute family. Since majority humankind part family, homosexuality evolutionary abberation, contrary nature will. Well that true, your arguements homosexuals would have vanished *years* non-procreation. Also parent from single parent families should babies cold now, they must, your arguement, die. your argument, homosexuality genetically determined. your second point, prove again that have idea what context means. talking about evolution, preservation species, fundamental premise whole process. gets worse. Since overwhelming majority people actually -prefer- heterosexual relationship, homosexuality social abberation well. homosexual eschews biological imperative reproduce then social imperative form participate most fundamental social element, family. wait, there\'s more. Read above. expect have least children now, with family growing. These days less with procreation (admittedly without there would no-one) more with pleasure. pre-pill pre-condom days, there chance producing children. These days just ain\'t true! People decide whether have children when. Soon they will able choose it\'s (but that\'s another arguement...) it\'s more lifestyle decision. Again your arguement, since homosexuals choose not) reproduce they must akin people decide have children. Both unnatural each other. another non-sequitur. evolutionary function that exists procreation, that also recreation incidental. That homosexuals don\'t procreate means that -only- recreation nothing more- they serve -evolutionary- purpose. Since homosexuals have come closet have convinced some policy makers that they have civil rights, they claiming that their sexuality preference, life-style, orientation, choice that should protected law. homosexuality mere choice both contrary nature anti-social, then perverse choice- they have even less credibility than before they became prominent. People people people. tell anyone else live their life? god(tm)? fancy date? Here\'s pretty obvious dodge, really think you\'ve said anything just feel obligated respond every statement? telling anyone anything, demonstrating that there arguments against practice homosexuality (providing it\'s merely alternate lifestlye) that homophobic, that reasonably call perverse context even atheist understand. realize course that this comes dangerously close establishing value, that atheists compelled object that basis, consistent, have case this regard. characterize opposition homosexuality homophobic ignore some very compelling arguments against legitimization homosexual life-style. since charge only intended intimidate, it\'s really just demogoguery taken seriously. Fact Jim, there more persuasive arguments suppressing homosexuality than those given, consider this start. Again crap. your arguments based outdated ideals. Likewise bible. Would honest Christian condemn generations spawned bastard eternal damnation? someone crushes penis (either accidently not..!). Both Deuteronomy. I\'m sure your comment pertains something, you\'ve disguised well can\'t what. Where mention ideals, out-dated otherwise? Your arguments very reactionary- have anything contribute? homosexuals should excluded from participation scouting, reasons same those used restrict them from teaching- their logic, homosexuals deviates, social biological. Since adult role model child, incumbent parent ensure that child isolated from those would child harm. this case, harm means primarily social, though that could extended easily enough. show *anyone* that everyone would describe normal, will take (Puma baseball cap) you. man\'s meat another man\'s poison! What this with anything? Would pick single point that find offensive explain your objections, would really like believe that discuss this issue intelligibly.';0
873;'Forwarded from Neal Ausman, Galileo Mission Director GALILEO MISSION DIRECTOR STATUS REPORT POST-LAUNCH April 1993 SPACECRAFT April real-time commands were sent, planned, reacquire celestial reference after completion Gain Antenna (LGA-2) swing/Dual Drive Actuator (DDA) hammer activities. April EJ-1 (Earth-Jupiter sequence memory load uplinked spacecraft without incident. This sequence covers spacecraft activity from April 1993 June 1993 includes window Radio Relay Antenna (RRA) slew test April 1993. command loss timer days part this sequence memory load. April NO-OP command sent reset command loss timer hours, planned value during this mission phase. April cruise science Memory Readouts (MROs) were performed Extreme Ultraviolet Spectrometer (EUV), Dust Detector (DDS), Magnetometer (MAG) instruments. Preliminary analysis indicates data received properly. April Ultra-Stable Oscillator (USO) test performed verify health status collect gravitational shift experiment data- long term trend analysis continuing. April 40bps modulation index test performed determine optimal Signal-to-Noise Ratio (SNR) when transmitting 40bps. Preliminary analysis data suggests that present pre-launch selected modulation index near optimal level. April cruise science Memory Readouts (MROs) were performed Extreme Ultraviolet Spectrometer (EUV) Magnetometer (MAG) instrument. Preliminary analysis indicates data received properly. April periodic (Retro-Propulsion Module) 10-Newton thruster flushing maintenance activity performed- thrusters were flushed during activity. Thruster performance throughout activity nominal. AC/DC imbalance measurements have exhibited significant changes (greater than throughout this period. measurement reads (4.3 volts). measurement reads (12.9 volts). These measurements consistent with model developed AC/DC special anomaly team. Spacecraft status April 1993, follows: System Power Margin watts Spin Configuration Dual-Spin Spin Rate/Sensor 3.15rpm/Star Scanner Spacecraft Attitude approximately degrees off-sun (lagging) degrees off-earth (leading) Downlink telemetry rate/antenna- 40bps(coded)/LGA-1 General Thermal Control temperatures within acceptable range Tank Pressures within acceptable range Orbiter Science- Instruments powered PWS, EUV, UVS, EPD, MAG, HIC, Probe/RRH powered off, temperatures within acceptable range Loss Timer Setting hours Time Initiation hours (Ground Data Systems): Galileo participated second (Deep Space Network) acceptance test Telemetry Phase Upgrade April 1993, using CTA-21 (Compatibility Test Area 21). purpose this test verify flow Galileo telemetry data through Telemetry Group Controller (TGC) Telemetry Channel Assembly (TCA). TGC/TCA replacement current Telemetry Processing Assembly (TPA). Seven different telemetry rates were this test- well both (MCCC Telemetry Subsystem) AMMOS MGDS V18.0 with exception 10bps. 10bps rate some trouble staying lock- appears TGC/TCA metering data correctly. Further comparisons between MGDS data from this test being conducted. (Mission Verification Test) TGC/TCA system expected begin 1993. TRAJECTORY noon Thursday, April 1993, Galileo Spacecraft trajectory status follows: \tDistance from Earth 152,606,000 (1.02 \tDistance from 277,519,800 (1.86 \tHeliocentric Speed 93,400 hour \tDistance from Jupiter 543,973,900 \tRound Trip Light Time minutes, seconds SPECIAL TOPIC';2
339;familiar with project. Onboard Shuttle Flight Software Project. This software controls Space Shuttle During dynamic phases well on-orbit. ultra-high reliability extremely error rates. There have been several papers published subject I\'ll collect some references. There article Systems Journal Late \'93, early \'94. There magic formula. with dedicated disciplined folks worked together process that finds removes errors corrected based errors that escape. present overview process periodically interested folks. next 19th Washington, D.C. specifics those interested. Bret Wingert Wingert@VNET.IBM.COM';2
589;course YOUR version YOUR position been included Charley Challenges, your claim above flat-out lie. Further, only last week claimed that might answer Challenges because were turned included text. which want your context included articles not? Come think this contradiction makings entry next Challenges post. way, I\'ve kept every bloody thing that you\'ve written related this thread, will only pleased re-post back position. seem have forgotten that leave electronic paper trail net. Now, now, let\'s change subject. Wouldn\'t best finish thread question before begin ones?';0
719;'Another rescued from bucket... Over years furor over this book been discussed a.a. elsewhere net. Generally, discussion comes down contention hand that contains such blood libel against Islam merit, death, than least banning probably some sort punishment- other that Rushdie, particularly non-muslim Western country, every right write publish whatever chose, regardless whether some muslims find offensive, without fear persecution death. naturally inclined latter position, find myself interesting position, because think this fine book, only incidentally concerned with Islam, moreover I\'m damned find anything malevolently offensive Over years, when have made this point, various primarily muslim posters have responded, saying that indeed they have read book called such things filth lies, would rank Rushdie\'s book with Hitler\'s Mein Kempf worse, Unfortunately, these comments usually generalities, attempts follow requesting explanations what specifically offensive have either with stony silence, more generalizations, inaccurate out-of-context references book [which lead believe that them have actually read it]. Corrections attempts discuss text context have been ignored. Anyway, since seem only following this particular line discussion, wonder many rest readership have read this book? What your thoughts Perry perry@dsinc.com Decision Support, Inc., Matthews These opinions. nominal fee, they yours.;0
621;'Okay, enough replies about Kubota Kenai/Denali systems that will post summary their capabilities. haven\'t actually used seen one, take specs with grain salt. I\'d like independent review against, say, Indigo Extreme something. Basically, Kenai workstations Alpha based workstations that OSF/1 DEC\'s will likely Windows future. They binary compatible with Digital\'s OSF/1 Alpha implementation. Denali their graphics subsystem, which upgradable field simply adding transformation engines. main Kenai machines 3400 Imaging Graphics Workstation 3500 Imaging Graphics Workstation. \t\t\t3400\t\t\t3500 CPU\t\t\tDEC Alpha 133MHz\tDEC Alpha 150MHz On-chip cache\t\t8k/8k\t\t\t8k/8k Onboard cache\t\t512K\t\t\t512K Word Size\t\t64-bit\t\t\t64-bit Memory initial )\t32-128MB\t\t32-256MB Memory future )\t512MB\t\t\t1GB SPECMARK89\t\t111\t\t\t126 SPECINT92\t\t75\t\t\t84 SPECFP92\t\t112\t\t\t128 GRAPHICS Transform Modules\t1-6\t\t\t1-6 Frame Buffer Modules\t5,10,20\t\t\t5,10,20 Frame Buffer\t\t1280x1024x24bit\t\t1280x1024x24bit \t\t\tdouble buffered\t\tdouble buffered Z-buffer\t\t24-bit\t\t\t24-bit Alpha/stencil\t\t8-bit\t\t\t8-bit Stereo support\t\tyes\t\t\tyes Other:\t\t\t\tboth machines will double buffer \t\t\t\tstereo output window. Both have \t\t\t\tauxiliary video output that RS-170A, \t\t\t\tNTSC, STORAGE Internal-fixed\t\t2 3.5\t\t\t4 Internal-removable\t1 5.25\t\t\t2 5.25 capacity\t\t9.5GB\t\t\t11.6 Both have TurboChannel 100MB/sec, SCSI-2, Ethernet, FDDI APPLICATION PROGRAMMING INTERFACES Both have libraries Xlib, Motif, PEXlib, DEC-PEXlib DEC-PHIGS, Okay, real stuff. Kenai stations work with graphics architecture known Denali. Denali comes three models, They DECchip 21064 superscalar RISC processor 150MHz. Their capabilities follows: \t\t\tE\t\tP\t\tV Vectors\t\t800-200K\t2000-3800K\t4000-4800K Vectors #1\t\t350-1100K\t1100-1800K\t1800-2100K Vectors #2\t\t300-1000K\t1000-1600K\t1600-1900K Vectors #3\t\t300-500K\t800-1000K\t1300-1400K Triangles, #4\t200-500K\t600-1000K\t1000-1200K Triangles, #5\t100-200K\t300-400K\t500-600K pixel, flat shaded, connected pixel, Gouraud shaded, connected pixel, 2-pixel wide, anti-aliased, connected 50-pixel, Gouraud shaded, Z-buffered, strip 50-pixel, texture mapped, persp., point sampled IMAGE PROCESSING Cine loop 8-bit\t15-36Mp/s\t37-58 Mp/s\t60-68 Mp/s Cine loop 16-bit\t14 Mp/s\t\t25 Mp/s\t\t38 Mp/s Cine loop 24-bit\t12-21 Mp/s\t21 Mp/s\t\t21 Mp/s Contrast stretching #1\t14 Mp/s\t\t25 Mp/s\t\t20 Mp/s Bilinear zoom\t\t6 Mp/s\t\t11 Mp/s\t\t20 Mp/s Trilinear interp#2\t--\t\t6 Mvoxels/s\t11 Mvoxels/s Lookup table 12-,16-bit Trilinear interpolation, 8-bit voxels CONFIGURATIONS Frame Buffer Modules\t5\t\t10\t\t20 Transform Engine Mod.\t1-3\t\t3-5\t\t5-6 see, these pretty powerful workstations, best part pricing. would recommend that call Kubota more information. Their number 408-727-8100. I\'m sure they\'ll send information want. some prices: Low-end Kenai 3400, Series 27,795 dollars U.S. Kenai 3500, Series 45,345 dollars U.S. High-end Kenai 3400, Series 61,795 dollars U.S. Kenai 3500, Series 79,345 dollars U.S. someone could post relative comparision with Indigo Extreme something would appreciate Hope this helps someone there, Brian';1
133;Such lunacy!;3
1852;'Please REAL life.;2
231;majority those open their mouths public perhaps. There seems quite alot incentive British have control like using North Channel Irish waste dump appalled dumping harbor Belfast). understanding that quite alot radioactivity enters water it\'d quite problem independence from Britain then stopped accepting waste. suggesting that British industry isn\'t making profit situation well?;0
494;Could someone please post Roger Grywalski\'s response? point where could find Thanks lot, Chaudhury\t\t\t| Dept. Physics \t\t\t| raj@phys.ksu.edu Kansas State University\t\t\t| Manhattan, 66506\t\t\t|';1
278;'Teflon? contribution from space program? Since French were using Teflon household items early 1950\'s, unlikely that invented NASA. pacemakers calculators, again those anecdotally connected with NASA.';2
183;April 1993 edition Magazine carries story which includes pictures unit, schematic what\'s inside some indication from people where they intend what stages. (MIX trade aimed professional sound engineering community.) schematic shows central Engine connecting mediating between Graphics Animation processors bus), 32-bit RISC processor with math co-processor, Video Decomp module, control port, expansion port (where hangs double-fast player), DRAM, optional video port (for editing video) outbound side VRAM Video Processor chain parallel with sound chain. They promise Book CD-quality audio, full video future connection path your expansion card. informed enough have opinion about various means methods discussed here. article, written Philip Lancie, does cover other machines mentioned this thread. come from TCP/IP world tremendous potential bringing connectedness educated consumer- seems have right business partners make this happen. Hope this helps.';1
229;Only doesn\'t spend more than billion dollars doing since prize going scaled match level effort. spend billion pretty quickly buying Titan launches. What\'s more, Titans, prize money your entire return investment. develop launch system, other uses, prize just icing cake. doubt very much that billion-dollar prize going show enough return justify investment constrained current launchers. (There would surely buy-American clause rules such prize, since would pretty well have government-funded.) You\'re going *have* invest your front money building launch system rather than pissing away existing ones. Being there first importance bankrupt doing I\'m sure Spar would offer develop such lunar-tuned system deliver couple them only couple hundred million dollars.';2
1109;don\'t disagree this. said that right whatever somebody acting enforce. Bill Rights didn\'t come into effect until ratified states (and indirectly, people)- from that point defined legal rights. Common rights vague situational- that\'s people insisted Bill Rights Constitution, spelling exactly what they demanded from government. Legitimate illegitimate, power power. That\'s federal government force states grant their citizens rights they don\'t wish slugging match, feds win. Period. you\'re right, this doesn\'t belong sci.space. I\'ve said peace. more frome rights least here).;2
1874;Sorry, don\'t follow your reasoning. proposing punish people *before* they commit crime? What justification have this?';0
